KnowledgePointID,TopicID,TopicName,Domain,SourceIDs,SourceFiles,HeadingPath,KnowledgePoint,WhyExamRelevant,CardTypes,ExamUse,Importance,Difficulty,NeedsVerification,RelatedTopicIDs,RelatedQuestionIDs,RejectRisk
KP-0243,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0007,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 第一步：事实层——快速审题与标注 > 标注 4：知识域信号词,标注 4：知识域信号词 这是最重要的标注。读题时在脑中（或草稿纸上）把题干的信号词归类到知识域： 信号词 对应知识域 问题类型 --------- 增加功能、多做了、范围不清、没人知道做什么 范围管理 范围蔓延/范围定义不清 延期、加班、赶不上、并行、压缩工期 进度管理 进度延误/压缩不当 超预算、花多了、成本超支、报价低 成本管理 成本失控/估算不准 bu,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡,下午案例,A,3,True,,,verification
KP-0244,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0008,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 第二步：管理层——用过程组×知识域框架定位问题,"第二步：管理层——用过程组×知识域框架定位问题 在完成事实标注后，你需要把标注信息""升维""到管理层面——哪些管理过程缺失了？哪些管理动作做错了？",可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡,下午案例,A,3,True,,,verification
KP-0245,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0009,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 第三步：答题层——四类问题的答题格式,第三步：答题层——四类问题的答题格式 案例题通常有 3-4 个子问题，每个子问题的答题类型不同。需要先判断问的是什么类型，再采用对应的格式。,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,False,,,
KP-0246,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0010,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 第三步：答题层——四类问题的答题格式 > 类型 A：找问题/识别错误,"类型 A：找问题/识别错误 典型问法：""请指出该项目管理中存在的问题。"" 答题要诀：逐条列出，按知识域分组，用""缺失/没有/不足/未""开头。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡;辨析卡,下午案例,A,3,False,,,
KP-0247,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0011,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 第三步：答题层——四类问题的答题格式 > 类型 B：分析原因,"类型 B：分析原因 典型问法：""请分析造成 X 问题的原因。"" 答题要诀：按因果链展开——先写直接原因，再写深层原因。",可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡,下午案例,A,3,False,,,
KP-0248,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0012,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 第三步：答题层——四类问题的答题格式 > 类型 C：提出措施/改进建议,"类型 C：提出措施/改进建议 典型问法：""请提出改进措施""或""项目经理应该怎么做。"" 答题要诀：措施必须和前面分析的问题/原因一一对应。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;辨析卡,下午案例,A,3,False,,,
KP-0249,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0013,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 第三步（续）：答题格式与时间分配 > 时间分配,时间分配 下午案例题通常 90 分钟，约 3-4 道大题，每道题约 20-25 分钟： - 审题标注：2-3 分钟 - 读问题：1 分钟 - 每问作答：5-8 分钟 - 检查补充：2 分钟,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,False,,,
KP-0250,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0014,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 第三步（续）：答题格式与时间分配 > 字数控制,"字数控制 每个""问题点""或""措施点""用 1-3 句话，不超过 4 行。不要求写长文，要求每个点都""有信息""。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,False,,,
KP-0251,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0015,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 五大常见案例框架速查 > 进度延误类,进度延误类 诊断：关键路径活动延误→ 原因：估算太乐观/资源不足/需求变更/技术困难→ 措施：赶工（加关键资源）/快速跟进（调整逻辑）/资源优化/调整依赖关系→ 评估：对成本/质量/风险的影响→ 控制：加强进度监控和偏差预警,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,False,,,
KP-0252,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0016,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 五大常见案例框架速查 > 成本超支类,成本超支类 诊断：CV负/CPI<1→ 原因：范围蔓延/资源价格高/返工/效率低→ 措施：成本控制/变更控制/资源替换/提升效率→ 预测：EAC→ 控制：设偏差阈值，触发预警,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;计算卡,计算题,A,3,False,,,
KP-0253,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0017,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 五大常见案例框架速查 > 范围蔓延类,范围蔓延类 诊断：做了WBS外的工作→ 根源：需求不明确/客户直接要求/缺少变更控制/WBS不全→ 措施：立即暂停未审批工作→补走变更流程→强化变更控制→重新确认范围基准→ 预防：客户预期管理,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡,下午案例,A,3,False,,,
KP-0254,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0018,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 五大常见案例框架速查 > 质量问题类,质量问题类 诊断：返工/bug多/测试不通过→ 原因：缺质量计划/缺 QA 过程/QC 只做在最后→ 措施：补质量计划→增加过程评审→加强各阶段测试→根因分析→更新质量检查清单,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,False,,,
KP-0255,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0019,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 五大常见案例框架速查 > 沟通与干系人冲突类,沟通与干系人冲突类 诊断：不知道/不配合/投诉/抵制→ 原因：干系人识别不全/沟通计划缺失/反馈机制缺失→ 措施：全面识别干系人→评估参与度→制定沟通计划→建立定期反馈机制→对抵制型干系人制定专门策略 ---,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,False,,,
KP-0256,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0020,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 案例训练片段,"案例训练片段 以下 6 个训练片段覆盖了下午案例题最常见的场景类型。每个片段包含完整的""审题→定位→答题""训练。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,False,,,
KP-0257,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0021,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 案例训练片段 > 训练片段 1｜进度延误,训练片段 1｜进度延误 某信息化项目计划工期 12 个月。项目经理在项目启动后制定了里程碑计划（每季度一个里程碑），但未对具体活动进行历时估算。,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡,下午案例,A,3,False,,,
KP-0258,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0022,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 案例训练片段 > 训练片段 2｜成本超支 + 挣值分析,训练片段 2｜成本超支 + 挣值分析 某项目 BAC = 600 万元，计划工期 10 个月。第 6 个月末，PV = 360 万元，EV = 300 万元，AC = 390 万元。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;流程卡;计算卡,计算题,A,3,False,,,
KP-0259,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0023,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 案例训练片段 > 训练片段 3｜范围蔓延 + 变更失控,训练片段 3｜范围蔓延 + 变更失控 某项目开发过半时，客户单位的信息中心主任多次直接找到开发人员，口头要求增加报表功能。开发人员为维护关系照做了。,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡,下午案例,A,3,False,,,
KP-0260,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0024,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 案例训练片段 > 训练片段 4｜质量问题,训练片段 4｜质量问题 某系统集成项目在交付前一周进行集中测试，发现了 230 个缺陷，其中 40 个为严重缺陷。经查，项目在开发过程中没有进行过代码评审，也没有分阶段测试。,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡,下午案例,A,3,True,,,verification
KP-0261,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0025,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 案例训练片段 > 训练片段 5｜干系人与沟通冲突,"训练片段 5｜干系人与沟通冲突 某项目启动后，项目团队每周四召开例会，会后项目经理发送会议纪要给参会人员。第 4 个月，IT 运维部门突然拒绝配合系统部署——该部门经理表示""从来不知道这个项目什么时候要上线""。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;流程卡;计算卡,计算题,A,3,False,,,
KP-0262,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0026,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 案例训练片段 > 训练片段 6｜合同采购纠纷,训练片段 6｜合同采购纠纷 某公司通过固定总价合同将系统测试工作外包给第三方公司。合同签订后，需求发生了多次变更，第三方公司要求追加费用。,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡,下午案例,A,3,False,,,
KP-0263,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0027,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 本轮真题覆盖增强：案例题三层审题法实战,本轮真题覆盖增强：案例题三层审题法实战 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。2019 下午题覆盖合同、范围、进度成本、质量四大案例，几乎都能用事实层-管理层-答题层拆解。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;关键词识别卡;案例模板卡;流程卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0264,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0029,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 本专题的最小掌握标准,本专题的最小掌握标准 学完本专题后，你至少应该能做到六件事。 第一，拿到任意案例题，能在 3 分钟内完成事实层标注（角色、时间偏差、数字异常、信号词），并初步归类到知识域。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡,下午案例,A,3,True,,,verification
KP-0265,T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,SRC-T-CASE-001-0030,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,下午案例题通用审题与答题方法 > 待核验与后续改进,待核验与后续改进 - 下午案例题的具体分值分布和评分细则每年可能有调整，本专题的答题策略基于通用考试规律。[待核验] - 建议学完本专题后，结合具体知识域的案例模板专题做锚定训练——在进度延误案例中使用本专题的审题方法，在合同索赔案例中练习原因-措施对应。,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,True,,,verification
KP-0266,T-CASE-002,进度延误与成本超支案例专项模板,案例分析专题,SRC-T-CASE-002-0001,topic_learning_packages/topics/14_案例分析专题/T-CASE-002_专题学习包_进度延误与成本超支案例专项模板.md,进度延误与成本超支案例专项模板,"T-CASE-002｜进度延误与成本超支案例专项模板 本专题与 T-CASE-001（通用案例方法）配合使用。提供进度延误和成本超支两类高频案例的专项诊断模板，解决""知道该写什么框架，但具体到进度/成本案例时不知道从哪些角度展开""的问题。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,False,,,
KP-0267,T-CASE-002,进度延误与成本超支案例专项模板,案例分析专题,SRC-T-CASE-002-0002,topic_learning_packages/topics/14_案例分析专题/T-CASE-002_专题学习包_进度延误与成本超支案例专项模板.md,进度延误与成本超支案例专项模板 > 进度延误案例模板 > 措施模板,措施模板 问法 回答框架 关键词 --------- 如何追赶进度 识别关键路径→赶工/快速跟进→评估对成本质量的影响→更新计划 关键路径、成本斜率、返工风险 如何防止再延误 三点估算替代单点估算→建立偏差预警→周期性进度审查 PERT、预警阈值、控制 团队效率不足 培训/技术支援→调整任务分配→考虑人员替换或增援 技能匹配、沟通成本 ---,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;关键词识别卡;案例模板卡;计算卡,计算题,A,3,False,,,
KP-0268,T-CASE-002,进度延误与成本超支案例专项模板,案例分析专题,SRC-T-CASE-002-0003,topic_learning_packages/topics/14_案例分析专题/T-CASE-002_专题学习包_进度延误与成本超支案例专项模板.md,进度延误与成本超支案例专项模板 > 成本超支案例模板 > 措施模板,措施模板 问法 回答框架 ------ 控制成本 立即停止范围蔓延→严格变更控制→分析CV/CPI根因→针对性控制 预测最终成本 计算EAC（典型/非典型）→沟通干系人→如超预算需走变更 防止再超支 改进估算方法→设偏差阈值→周期性挣值分析→加强范围控制 ---,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;计算卡,计算题,A,3,False,,,
KP-0269,T-CASE-002,进度延误与成本超支案例专项模板,案例分析专题,SRC-T-CASE-002-0004,topic_learning_packages/topics/14_案例分析专题/T-CASE-002_专题学习包_进度延误与成本超支案例专项模板.md,进度延误与成本超支案例专项模板 > 典型题目训练,典型题目训练 进度案例｜盲目赶工 某项目计划8个月完成。第5个月末只完成了原计划第3个月末的工作。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;计算卡,计算题,A,3,False,,,
KP-0270,T-CASE-002,进度延误与成本超支案例专项模板,案例分析专题,SRC-T-CASE-002-0005,topic_learning_packages/topics/14_案例分析专题/T-CASE-002_专题学习包_进度延误与成本超支案例专项模板.md,进度延误与成本超支案例专项模板 > 本轮真题覆盖增强：进度成本案例数据化,本轮真题覆盖增强：进度成本案例数据化 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。2019 下午试题三、四分别给出进度拖期和 EVM 数据，是本专题的核心案例来源。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;关键词识别卡;案例模板卡;流程卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0271,T-CASE-002,进度延误与成本超支案例专项模板,案例分析专题,SRC-T-CASE-002-0007,topic_learning_packages/topics/14_案例分析专题/T-CASE-002_专题学习包_进度延误与成本超支案例专项模板.md,进度延误与成本超支案例专项模板 > 本专题的最小掌握标准,"本专题的最小掌握标准 面对进度延误案例：能按""识别关键路径→分析延误原因（估算/执行/监控层）→针对性赶工/快速跟进→评估连锁影响""的路径分条答题。面对成本超支案例：能计算CV/CPI→判断偏差方向→按""范围/估算/执行/控制""分层分析根因→预测EAC→提措施。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;计算卡,计算题,A,3,True,,,verification
KP-0272,T-CASE-003,范围蔓延、变更失控与合同纠纷案例模板,案例分析专题,SRC-T-CASE-003-0001,topic_learning_packages/topics/14_案例分析专题/T-CASE-003_专题学习包_范围蔓延变更失控与合同纠纷案例模板.md,范围蔓延、变更失控与合同纠纷案例模板,T-CASE-003｜范围蔓延、变更失控与合同纠纷案例模板 本专题与 T-CASE-001 和 T-CASE-002 配合使用。提供范围蔓延/变更失控和合同纠纷/索赔两类案例的专项诊断模板。,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,False,,,
KP-0273,T-CASE-003,范围蔓延、变更失控与合同纠纷案例模板,案例分析专题,SRC-T-CASE-003-0002,topic_learning_packages/topics/14_案例分析专题/T-CASE-003_专题学习包_范围蔓延变更失控与合同纠纷案例模板.md,范围蔓延、变更失控与合同纠纷案例模板 > 范围蔓延与变更失控案例模板 > 变体识别,"变体识别 剧情变体 关键信号词 ------ 客户绕路型 ""客户直接联系开发人员""、""口头要求""、""为了维护客户关系"" 领导越权型 ""领导直接要求""、""高层打招呼""、""没走流程"" 团队擅自型 ""团队自己决定""、""觉得应该加上""、""没通知PM"" 渐进蔓延型 ""每次加一点""、""需求不知不觉就变多了""、""回头看才发现""",可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡,下午案例,A,3,False,,,
KP-0274,T-CASE-003,范围蔓延、变更失控与合同纠纷案例模板,案例分析专题,SRC-T-CASE-003-0003,topic_learning_packages/topics/14_案例分析专题/T-CASE-003_专题学习包_范围蔓延变更失控与合同纠纷案例模板.md,范围蔓延、变更失控与合同纠纷案例模板 > 范围蔓延与变更失控案例模板 > 答题框架（答题得分点）,答题框架（答题得分点） 找问题：① 变更控制流程缺失/形同虚设；② 范围基准未被维护；③ 干系人/客户绕过项目经理；④ PM监控频率不足；⑤ 团队缺乏变更管理意识。 分析原因：① 项目启动时未建立有效的变更控制流程；② 未与客户/干系人就变更路径达成共识（谁可以发起变更、通过什么渠道）；③ WBS 不全/不清晰→范围边界模糊→蔓延容易发生；④ PM未能及时收,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;流程卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0275,T-CASE-003,范围蔓延、变更失控与合同纠纷案例模板,案例分析专题,SRC-T-CASE-003-0004,topic_learning_packages/topics/14_案例分析专题/T-CASE-003_专题学习包_范围蔓延变更失控与合同纠纷案例模板.md,范围蔓延、变更失控与合同纠纷案例模板 > 合同纠纷与采购案例模板 > 诊断框架,"诊断框架 合同类型判断是最先要做的——很多合同纠纷的根源是合同类型与项目特性不匹配： - 固定总价 + 频繁变更 = 争议黑洞。卖方承担变更成本不合理，买方以为""固定价格 = 所有变更都包含在内""。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡,下午案例,A,3,True,,,verification
KP-0276,T-CASE-003,范围蔓延、变更失控与合同纠纷案例模板,案例分析专题,SRC-T-CASE-003-0005,topic_learning_packages/topics/14_案例分析专题/T-CASE-003_专题学习包_范围蔓延变更失控与合同纠纷案例模板.md,范围蔓延、变更失控与合同纠纷案例模板 > 典型题目训练,典型题目训练 变更失控案例 某项目开发过半时，甲方信息中心主任多次直接找开发人员增加报表功能。开发人员为维护客户关系口头答应了。,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡,下午案例,A,3,False,,,
KP-0277,T-CASE-003,范围蔓延、变更失控与合同纠纷案例模板,案例分析专题,SRC-T-CASE-003-0006,topic_learning_packages/topics/14_案例分析专题/T-CASE-003_专题学习包_范围蔓延变更失控与合同纠纷案例模板.md,范围蔓延、变更失控与合同纠纷案例模板 > 本轮真题覆盖增强：范围蔓延与合同证据链,本轮真题覆盖增强：范围蔓延与合同证据链 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。2019 下午范围案例中，视频聊天网站被客户理解为电子商务核心系统，核心失分点是需求确认、范围说明书、变更控制。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡;辨析卡,下午案例,A,3,True,,,verification
KP-0278,T-CASE-003,范围蔓延、变更失控与合同纠纷案例模板,案例分析专题,SRC-T-CASE-003-0008,topic_learning_packages/topics/14_案例分析专题/T-CASE-003_专题学习包_范围蔓延变更失控与合同纠纷案例模板.md,范围蔓延、变更失控与合同纠纷案例模板 > 本专题的最小掌握标准,"本专题的最小掌握标准 面对范围蔓延/变更失控案例：能识别剧情模式→按标准诊断清单输出问题→给出""暂停→评估→补流程→更新→沟通""的措施链。面对合同纠纷案例：能先判断合同类型是否匹配→分析变更管理是否缺失→给出争议解决的递进路径。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡,下午案例,A,3,True,,,verification
KP-0279,T-COM-002,沟通管理与干系人冲突案例模板,案例分析专题,SRC-T-COM-002-0001,topic_learning_packages/topics/14_案例分析专题/T-COM-002_专题学习包_沟通管理与干系人冲突案例模板.md,沟通管理与干系人冲突案例模板,"T-COM-002｜沟通管理与干系人冲突案例模板 本专题与 T-CASE-001 和 T-COM-001 配合使用。提供""沟通不畅与干系人冲突""这一高频下午案例场景的专项诊断模板和答题框架。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,B,3,False,,,
KP-0280,T-COM-002,沟通管理与干系人冲突案例模板,案例分析专题,SRC-T-COM-002-0002,topic_learning_packages/topics/14_案例分析专题/T-COM-002_专题学习包_沟通管理与干系人冲突案例模板.md,沟通管理与干系人冲突案例模板 > 诊断框架（三问法）,"诊断框架（三问法） 问 1：干系人识别完整吗？ - 是否只识别了""直接参与项目的核心团队""而漏了""受项目影响的部门/角色""？",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,B,3,False,,,
KP-0281,T-COM-002,沟通管理与干系人冲突案例模板,案例分析专题,SRC-T-COM-002-0003,topic_learning_packages/topics/14_案例分析专题/T-COM-002_专题学习包_沟通管理与干系人冲突案例模板.md,沟通管理与干系人冲突案例模板 > 答题框架,"答题框架 步骤 内容 ------ 找问题 ① 干系人识别不完整——漏掉受项目影响的关键方 ② 沟通管理计划缺失或范围过窄 ③ 缺乏反馈确认机制 ④ 干系人参与度评估缺失 分析原因 项目启动阶段投入在干系人识别和沟通规划上的精力不足，只看""谁在项目组里""，没看""谁受项目影响"" 提措施 ① 补充识别干系人→更新干系人登记册 ② 用参与度评估矩阵标出 C（当前）",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡,下午案例,B,3,False,,,
KP-0282,T-COM-002,沟通管理与干系人冲突案例模板,案例分析专题,SRC-T-COM-002-0004,topic_learning_packages/topics/14_案例分析专题/T-COM-002_专题学习包_沟通管理与干系人冲突案例模板.md,沟通管理与干系人冲突案例模板 > 案例训练片段,"案例训练片段 训练的片段｜突然的抵制 某集团 ERP 项目已实施 8 个月。在准备上线时，财务部突然拒绝配合数据迁移，理由""我们不知道你们什么时候要上线，我们这个月财务结账不能动系统""。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,B,3,False,,,
KP-0283,T-COM-002,沟通管理与干系人冲突案例模板,案例分析专题,SRC-T-COM-002-0005,topic_learning_packages/topics/14_案例分析专题/T-COM-002_专题学习包_沟通管理与干系人冲突案例模板.md,沟通管理与干系人冲突案例模板 > 本轮真题覆盖增强：干系人冲突案例,本轮真题覆盖增强：干系人冲突案例 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。2019 范围案例里客户主管长期缺席、翻译传递失真，是沟通与干系人管理的典型证据。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡;辨析卡,下午案例,B,3,False,,,
KP-0284,T-COM-002,沟通管理与干系人冲突案例模板,案例分析专题,SRC-T-COM-002-0007,topic_learning_packages/topics/14_案例分析专题/T-COM-002_专题学习包_沟通管理与干系人冲突案例模板.md,沟通管理与干系人冲突案例模板 > 本专题的最小掌握标准,"本专题的最小掌握标准 面对沟通/干系人冲突案例：能按三问法诊断→输出从""识别""到""反馈""的完整措施链→每条措施具体到对象/方式/频率。 ---",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡,下午案例,B,3,True,,,verification
KP-0285,T-CROSS-001,高频跨域概念辨析与易错点,综合专题与跨域辨析,SRC-T-CROSS-001-0001,topic_learning_packages/topics/99_综合专题与跨域辨析/T-CROSS-001_专题学习包_高频跨域概念辨析与易错点.md,高频跨域概念辨析与易错点,"T-CROSS-001｜高频跨域概念辨析与易错点 本专题用于集中辨析系统集成项目管理工程师考试中最容易在选择题和案例题中被混淆的高频概念对。这些概念对跨域出现，如果你只背了各自独立的定义，不知道它们在真题中怎么被""调换着问""，就很容易失分。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;辨析卡,下午案例,A,3,False,,,
KP-0286,T-CROSS-001,高频跨域概念辨析与易错点,综合专题与跨域辨析,SRC-T-CROSS-001-0002,topic_learning_packages/topics/99_综合专题与跨域辨析/T-CROSS-001_专题学习包_高频跨域概念辨析与易错点.md,高频跨域概念辨析与易错点 > 先看这个专题的主线,先看这个专题的主线 以下概念辨析按考试频率排列。每个辨析都包含：概念核心、关键区别、常考调换方式、一句话判断口诀。,可用于定义识别、场景判断、流程边界或案例答题。,辨析卡,上午选择,A,3,False,,,
KP-0287,T-CROSS-001,高频跨域概念辨析与易错点,综合专题与跨域辨析,SRC-T-CROSS-001-0003,topic_learning_packages/topics/99_综合专题与跨域辨析/T-CROSS-001_专题学习包_高频跨域概念辨析与易错点.md,高频跨域概念辨析与易错点 > 辨析 1：项目章程 vs 项目管理计划,辨析 1：项目章程 vs 项目管理计划 [高 频] 选择题和案例题中最高频的调换对。 维度 项目章程 项目管理计划 --------- 谁发布 发起人（或项目以外的高层） 项目经理领导制定，团队参与 主要作用 正式批准项目存在，授权项目经理动用资源 说明项目将如何执行、监督和控制 内容层级 高层级：项目目标、总体范围、里程碑、关键干系人 详细：各子管理计划 ,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡;辨析卡,下午案例,A,3,False,,,
KP-0288,T-CROSS-001,高频跨域概念辨析与易错点,综合专题与跨域辨析,SRC-T-CROSS-001-0004,topic_learning_packages/topics/99_综合专题与跨域辨析/T-CROSS-001_专题学习包_高频跨域概念辨析与易错点.md,高频跨域概念辨析与易错点 > 辨析 2：确认范围 vs 控制质量 vs 控制范围,辨析 2：确认范围 vs 控制质量 vs 控制范围 [高 频] 三者都属于监控过程组，极易混淆。 控制质量（QC）：面向内部，检查可交付成果是否满足质量要求。,可用于定义识别、场景判断、流程边界或案例答题。,流程卡;辨析卡,上午选择,A,3,True,,,verification
